,Author_Name,Comment_Text,Updated_Time,Likes_Count
212,@nenadivovic2047,"Exterior looks very good, but interior… I don’t see those big screens belonging in a muscle car… it gives impression like it is a hybrid car…",2023-04-29T01:28:31Z,0
213,@exit58motorsport61,I personally would've appreciated the old school gauges on this legendary muscle car but this interior to me looks more like Honda accord or any new car.,2023-04-28T02:41:44Z,0
214,@_Deepak__Verma,i love cars they are something else which can not be described,2023-04-27T17:31:41Z,0
215,@bribri1657,I don't like it. Especially when they trade out a good-looking dash for a big screen TV.,2023-04-26T09:14:07Z,0
216,@yuvrajstudies6799,Im gonna buy this mustang.......one day...,2023-04-25T05:25:23Z,1
217,@nathan.3948,2022= 2024 car,2023-04-25T03:53:05Z,0
218,@gregi787,"just cant shake the thought of that looking like a Camaro from this angle and would believe so if you never said TAAAAAANG. had to say it, i know a lot tang fanboys would get off reading it.",2023-04-25T03:50:14Z,0
219,@SamuelIsham-zi3yg,Thank goodness they left out the Mach E,2023-04-24T04:51:00Z,0
220,@CaptainKronk,The new mustang looks like a 2010 Camaro,2023-04-23T20:08:21Z,1
221,@wangmandoo859,Looks like a Camaro!,2023-04-23T17:05:23Z,0
222,@RaffyFlex,Should I upgrade from an ecoboost to a 23 ford mustang gt premium or wait for this to come out?,2023-04-23T09:48:37Z,0
223,@dumplingcat4215,14:01 Doug DeMuro out of context 💀,2023-04-22T20:40:13Z,0
224,@zanosik5684,"why y cant drive the ALL NEW MUSTANG, brother Doug?",2023-04-22T09:52:32Z,0
